Date,News
1403/02/04,حصه نقدی واگذاری بلوک ۸۵ درصدی سرخابی‌ها امروز پرداخت می‌شود
1403/02/04,وعده شناسایی و رفع موانع واگذاری سهام ایران خودرو و سایپا
1403/02/04,توضیح بانک صادرات درباره دلایل خرید بخشی از سهام پرسپولیس
1403/02/03,مجلس مانع ساماندهی معافیت مالیاتی صندوق های بورسی می شود؟
1403/02/03,گزارش روزانه بورس ۳ اردیبهشت/ بازار متعادل شد
1403/02/03,واریز ۹۴۱ میلیاردتومان سود به حساب سهامداران در هفته گذشته
1403/02/03,خداحافظی با نخستین سامانه تحت وب سمات پس از ۱۶ سال
1403/02/02,گزارش روزانه بورس ۲ اردیبهشت/ رشد ۲۷ هزار واحدی شاخص کل
1403/02/02,توضیح بانک شهر درباره خرید سهام پرسپولیس
1403/02/02,جزئیات واگذاری سهام مدیریتی کشتیرانی منتشر شد
1403/02/02,بورس از خریداران استقلال و پرسپولیس توضیح و برنامه خواست
1403/02/01,سهم ۴۱ درصدی بازار دوم از ارزش معاملات فرابورس
1403/02/01,افزایش نرخ سود بین بانکی در هفته پایانی فروردین ماه+جدول
1403/02/01,بازگشت دامنه نوسان نمادهای معاملاتی به روال عادی، از امروز
1403/02/01,حجم مبنای ۳ نماد در فرابورس برداشته شد
1403/02/01,حمایت ۲.۵ همتی صندوق تثبیت از بازار سهام در فروردین
1403/02/01,تامین مالی سینما، تئاتر و موسیقی از طریق بازار سرمایه
1403/02/01,"سامانه ""سجام"" ۶ ساله شد"
1403/01/29,نامه عشقی به پورابراهیمی/تبصره ۶ بودجه ۱۴۰۳ به ضرر بورس است
1403/01/28,کاهش حاشیه سود شرکت ها از ۳۴ درصد به ۱۳ درصد
1403/01/28,گزارش روزانه بورس ۲۸ فروردین/ بازار سرمایه در تردید
1403/01/27,گزارش روزانه بورس ۲۷ فروردین/ بازگشت امید به بازار سرمایه
1403/01/27,ادامه روند کاهشی نرخ بهره بین بانکی در سال جدید + جدول
1403/01/27,محدوده نوسان صندوقهای طلا مثبت و منفی ۱۰ درصد شد
1403/01/27,بازگشت دامنه نوسان معاملات بورس به حالت قبل از روز چهارشنبه
1403/01/26,شیب ریزش شاخص بورس کند شد
1403/01/26,۸۵ درصد سهام سرخابی‌ها برای واگذاری، دوباره آگهی شد
1403/01/26,دامنه گواهی سکه و شمش طلا ۱ درصد شد
1403/01/26,رشد حجم و ارزش معاملات در سومین هفته فروردین‌ماه
1403/01/26,حجم و ارزش معاملات بورس کالا افزایش یافت
1403/01/26,دامنه نوسان بورس مثبت منفی ۱ درصد شد
1403/01/21,گزارش روزانه بورس ۲۱ فروردین/ رشد ۷ هزار واحدی شاخص کل
1403/01/20,عشقی در بورس ابقا شد
1403/01/20,اختصاصی| استقلال خریدار نداشت؛ مزایده لغو شد
1403/01/20,گزارش روزانه بورس ۲۰ فروردین/ بورس هم نفس کشید
1403/01/20,برگزاری جلسه شورای‌عالی بورس برای ماندن یا رفتن عشقی
1403/01/18,گزارش روزانه بورس ۱۸ فروردین/ ریزش ۲۰ هزار واحدی شاخص کل
1403/01/18,کاهش نرخ بهره بین بانکی در سال جدید + جدول
1403/01/15,گزارش روزانه بورس ۱۵ فروردین/ رشد ۵۷۰۰ واحدی شاخص کل بورس
1403/01/14,گزارش روزانه بورس ۱۴ فروردین/ کاهش ۱۵ هزار و ۷۰۰ واحدی شاخص
1403/01/13,پرداخت ۳ میلیارد ریال پاداش به سوت‌زنان تخلفات بورس
1403/01/11,گزارش روزانه بورس ۱۱ فروردین/سبزپوشی صندوقهای طلا با رشد انس
1403/01/11,ظرفیت‌ها و فرصت‌های نهفته بورس برای تحقق شعار سال
1403/01/11,واکنش بانک ملت به خرید سهام باشگاه پرسپولیس
1403/01/11,افزایش۳۶ درصدی تامین مالی تولید با انتشار اوراق بدهی در ۱۴۰۲
1403/01/07,شرایط عرضه سهام استقلال و پرسپولیس در فرابورس
1403/01/06,رشد۱۷ هزار و ۲۵۵ واحدی شاخص بورس در دومین روز معاملات امسال
1403/01/05,سود سهام عدالت جاماندگان سال ۱۴۰۱ امسال واریز می‌شود
1403/01/05,رشد ۴۱ هزار واحدی شاخص بورس در نخستین روز معاملات ۱۴۰۳
1403/01/05,بورس سال جدید را با رشد آغاز کرد
1403/01/04,پایان انتظار ۱۸ ساله وراث برای تقسیم سهام عدالت متوفیان
1403/01/03,افزایش ۳۰ درصدی تامین مالی از بازار سرمایه در سال ۱۴۰۲
1402/12/28,گزارش روزانه بورس ۲۸ اسفند/ بورس سبزپوش به عید رفت
1402/12/28,سازمان خصوصی‌سازی ۵۱ درصد سهام پرسپولیس را می‌فروشد
1402/12/26,۴۳ میلیون نفر سود سهام عدالت گرفتند
1402/12/26,گزارش روزانه بورس ۲۶ اسفند/ بازگشت بورس به روزهای رکودی
1402/12/24,واریز مرحله دوم سود سهام عدالت از امروز
1402/12/23,دستور کاهش سقف اعتبار ۴۰ هزار میلیارد تومانی کارگزاری ها/ بانکها بدنبال تسویه کامل اعتبارات قبلی هستند
1402/12/19,گزارش روزانه بورس ۱۹ اسفند/ درجای بورس در روز اخلال فرابورس
1402/12/18,کدام شرکت ها سود سهام عدالت را پرداخت نکردند؟
1402/12/16,گزارش روزانه بورس ۱۶ اسفند/ هفته ی پرنوسان بورس به پایان رسید
1402/12/15,گزارش روزانه بورس ۱۵ اسفند/ صعود بورس با لیدری پالایشی ها
1402/12/14,۹۰ هزار تن فولاد برای اجرای طرح نهضت ملی مسکن خریداری شد
1402/12/14,افت ۷ هزار واحدی شاخص بورس در معاملات امروز
1402/12/14,واریز ۵۹۴ میلیارد تومان سود به حساب ۱ میلیون و ۷۰۰ هزار سهامدار
1402/12/14,پیشنهاد وزیر اقتصاد برای تشکیل کارگروه مشترک تامین مالی بین بورس و بانک مرکزی
1402/12/13,گزارش روزانه بورس ۱۳ اسفند/ پرواز شاخص کل با رشدی ۶۰ هزار واحدی
1402/12/12,جزییات ۵۰ اقدام شاخص برای جامعه ۶۰ میلیونی سهامداری در ۳۰ ماه گذشته
1402/12/12,فرصت دریافت سود سهام عدالت متوفیان در سال ۱۴۰۲ تمدید شد
1402/12/12,انتشار ۱۷۹ همت اوراق از ابتدای سال توسط دولت
1402/12/10,زمان مجمع سومین شرکت سرمایه‌گذاری استان سهام عدالت مشخص شد
1402/12/10,انحصار وراثت سهام عدالت فعلا برای متوفیان قبل از ۳۱ تیر ۹۹ امکانپذیر است
1402/12/10,عزم جدی دولت سیزدهم برای بازگشت رونق به بورس
1402/12/09,زمان تغییر نصاب سرمایه‌گذاری در سهام صندوق‌های درآمد ثابت تمدید شد
1402/12/08,اعلام آخرین وضعیت پذیرش ایران خودرو و سایپا در بورس/ مکاتبه با خودروسازها برای واگذاری سهام تودلی
1402/12/08,واریز مرحله دوم سود سهام عدالت تا ۲۵ اسفند
1402/12/08,بیش‌واکنشی بازار سرمایه به خبرهای منفی
1402/12/08,هک کنندگان سامانه‌های بورس، جایزه می‌گیرند
1402/12/08,جلسه کمیته تخصصی مولد سازی دارایی های دولت برگزار شد
1402/12/07,عرضه ۵۱.۳۲ درصد از سهام شرکت پتروشیمی شازند در بورس
1402/12/07,جلسه هماهنگی برگزاری مجمع سرمایه‌گذاری سهام عدالت قزوین برگزار شد
1402/12/07,شرط دریافت سود سهام عدالت متوفیان تا پایان سال ۱۴۰۲ اعلام شد + جزئیات و مدارک
1402/12/05,گزارش روزانه بورس ۵ اسفند/ ریزش ۵ هزار واحدی شاخص کل
1402/12/05,"تداوم تبعات ""خصوصی‌نسازی"" سرخابی‌ها/ کنفدراسیون فوتبال آسیا بار دیگر هشدار داد"
1402/12/05,انتشار ۱۷۳ همت اوراق از ابتدای سال توسط دولت
1402/12/05,مجمع شرکت سرمایه‌گذاری استان زنجان برگزار شد
1402/12/01,ارسال و انجام معامله فروش توسط کلیه بازارگردان‌ها ممنوع شد
1402/12/01,مجمع عمومی دومین شرکت سرمایه گذاری استانی سهام عدالت برگزار می‌شود
1402/11/30,گزارش روزانه بورس ۳۰ بهمن/ رشد کم جان بازار پس از ریزش های متوالی
1402/11/29,نخستین پیمایش سواد مالی ایرانیان رونمایی شد
1402/11/29,عرضه‌های اولیه بورس تا اطلاع ثانوی لغو شد
1402/11/28,سهامداران از طریق سجام، ۳۷۹ میلیارد تومان سود گرفتند
1402/11/28,کاهش حصه نقدی واگذاری ۴/۵ درصد صنایع پتروشیمی خلیج فارس از طریق بورس
1402/11/28,اجماع همگانی برای برگزاری مجامع سرمایه‌گذاری‌های استانی سهام عدالت
1402/11/23,تأمین مالی پروژه‌های نیمه تمام از طریق روش‌های غیر بانکی
1402/11/23,گزارش روزانه بورس ۲۳ بهمن / ریزش ۸ هزار واحدی شاخص کل
1402/11/21,گزارش روزانه بورس ۲۱ بهمن/ صندوق های طلا باز هم منفی باز شدند
1402/11/21,افزایش نرخ بهره بین بانکی+جدول
1402/11/21,تامین مالی ۱۱۱ هزار میلیارد تومانی دولت از طریق انتشار اوراق نقدی
1402/11/21,شرایط خرید خودرو در بورس کالا ابلاغ شد
1402/11/20,۵ شرکت در صف عرضه اولیه بورس تهران قرار دارند
1402/11/18,گزارش روزانه بورس ۱۸ بهمن/ بورس فعلا بی نوسان
1402/11/17,گزارش روزانه بورس ۱۷ بهمن/ افت ارزش معاملات به زیر ۴ همت
1402/11/17,سود سهام عدالت متوفیان اسفند ماه واریز می‌شود
1402/11/16,گزارش روزانه بورس ۱۶ خرداد/ شاخص حمایت ۲۱۰۰ را از دست داد
1402/11/16,موافقت شورای پول و اعتبار با اعتبار ۱۵ هزار میلیارد تومانی ۲ خودروساز
1402/11/16,کاهش عوارض صادراتی محصولات خام و نیمه خام تصویب شد
1402/11/14,افزایش ۱.۵ میلیارد دلاری ارزش بازار دارو/ رشد صنعت دارو با تداوم روند پیری جمعیت ادامه خواهد داشت
1402/11/14,کاهش نرخ بهره بین بانکی+جدول
1402/11/11,گزارش روزانه بورس ۱۱ بهمن/ هفته ی کم فروغ بورس به پایان رسید
1402/11/11,چرا بورس واکنشی به رشد نرخ ارز غیررسمی نداشت؟
