Date,News,Label
1393/04/09,پیگیر حضور وزیر اقتصاد در مجلس برای پاسخگویی در مورد بورس هستیم شاخص بورس ۶۰۰ واحد دیگر افت کرد ابطال واگذاری چند شرکت دولتی به تامین اجتماعی ترافیک عرضه های خصوصی‌سازی در روزهای بی‌رمق بورس سیاستهای کلی اصل ۴۴، انقلاب سوم در کشور اولین خصوصی‌سازی‌هایی که مصوب شد قیمت اوراق اختیار فروش تبعی در سومین روز انتشار اعلام شد اولین معامله بازار دارایی‌های فکری در فرابورس قطعی شد شورای نگهبان اصلاحیه اساسنامه سازمان خصوصی‌سازی را تایید کرد,0
1393/04/10,افزایش ۱۰ برابری اعطای اعتبار به اشخاص حقوقی پذیره نویسی و فروش ۳ اوراق به قیمت بازار تشریح شد شاخص بورس سرانجام مثبت شد دست شکسته بورس وبال گردن دولت نماد معاملاتی توسعه خدمات دریایی وبندری سینا متوقف می شود تاریخچه خصوصی سازی در جهان خصوصی‌سازی ۸۳۲ میلیارد تومانی در ۱۰ سال,1
1393/04/11,موانع و مشکلات خصوصی سازی در ایران شاخص بورس ۴۵۳ واحد رشد کرد نشست مشترک مجلس و دولت برای حل مشکلات بورس سهام یک شرکت دیگر به چتر بیمه سهام اضافه شد عرضه ۲۰ نوع ماده شیمیایی در بورس کالا قیمت اوراق اختیار فروش تبعی افزایش یافت مروری بر خصوصی‌سازی‌های سال ۸۱ و ۸۲,1
1393/04/14,قیمت صادراتی محصولات پتروشیمی هنوز به بورس کالا اعلام نشده است افزایش ارزش سهام گروه پتروشیمی در بورس طی روزهای آینده پذیرش سه محصول جدید در بورس کالا دومین پرش بلند شاخص بورس در سال ۹۳ به ثبت رسید اوراق تبعی مخابرات در بورس عرضه شد نماد معاملاتی فارس به تالار شیشه ای بازگشت تجربه خصوصی سازی در ۶ کشور معامله ۷۵۷۵ میلیارد ریال محصول در بورس کالا طی هفته گذشته واگذاری فولاد آذربایجان پای رئیس سازمان خصوصی‌سازی را به میانه کشاند فروش محصولات پتروشیمی با ارز آزاد رانتخواری را از بین می‌برد عرضه محصولات پتروشیمی با ارز آزاد ناجی بورس می شود؟,1
1393/04/15,استقلال و پرسپولیس امسال خصوصی می‌شوند؟ رشد اندک امتیاز تسهیلات مسکن در معاملات امروز فرابورس شاخص بورس به کانال ۷۱ هزار واحد عقبگرد کرد خرید و فروش سهام عدالت تا پایان سال آزاد می‌شود واقعی شدن قیمت محصولات پتروشیمی معاملات بورس را شفاف می‌کند ناشران بورسی باید سود سهام را به حساب بانکی سهامداران واریز کنند زمان عرضه ۱۰۰ درصد سهام تولید نیروی برق منجیل تغییر کرد,0
1393/04/16,"نتایج بررسی کارگروه هدفمندی یارانه‌ها برای حذف یارانه پُردرآمدها به‌زودی اعلام می‌شود سهام دو شرکت دولتی از طریق مزایده واگذار می شود متوسط قیمت گاز مجتمع های پتروشیمی کاهش یافت افزایش ۸ تا ۱۵ درصدی قیمت پایه محصولات پتروشیمی با فرمول جدید شاخص بورس ۴۳ واحد افت کرد عرضه فرآورده های نفتی و پتروشیمی ۱۷ تولیدکننده در بورس کالا ""حسینا"" به تالار شیشه ای بازگشت رفع مشکل کمبود نقدینگی و رکود اقتصادی به رشد بورس منتهی می‌شود تشکیل کارگروه ویژه بررسی وضعیت بورس در کمیسیون اقتصادی مجلس قیمت های جدید محصولات پتروشیمی اعلام شد",0
1393/04/17,شاخص بورس به ارتفاع ۷۳ هزار واحد بازگشت افزایش یک تا ۱۱ درصدی قیمت محصولات پلیمری در بورس کالا تقاضا برای ورود به بازار دارایی فکری در حال افزایش است رشد ۳۷ درصدی وصول درآمدهای استان تهران در سه ماه اول امسال نباید اجازه عرضه خارج از بورس به پتروشیمی‌ها داده شود نرخ محصولات پتروشیمی در بورس باید ۶ ماه پیش آزاد می‌شد,1
1393/04/18,شاخص بورس ۳۹۱ واحد رشد کرد هامونی مدیرعامل فرابورس ایران باقی ماند واکنش متعادل متقاضیان محصولات پلیمری به قیمت‌های پایه جدید,1
1393/04/21,قراردادهای سلف استاندارد، اوراقی برای تامین مالی بخش صنعت اوراق تسهیلات مسکن ارزان شد رشد ۱۳۲ واحدی شاخص بورس در اولین روز هفته خصوصی‌سازی استقلال و پرسپولیس تا ۶ ماه دیگر اتفاق نمی‌افتد تدوین اساسنامه شرکت ملی نفت برمبنای سیاست های اصل ۴۴ ۱۰۰ هزار تن انواع کالا در بورس کالا عرضه می شود وزیر اقتصاد: پرسپولیس و استقلال را برای واگذاری تحویل گرفته‌ایم ریسک‌های سیستماتیک بورس و نامه‌هایی که سهامداران را رانت‌خوار خطاب می‌کرد,1
1393/04/22,عرضه میعانات گازی ایلام در بورس انرژی از سر گرفته شد نرخ اوراق تسهیلات مسکن افزایش یافت فروش ۱۹۵ هزار تن سنگ آهن در نخستین روز عرضه در بورس کالا شرایط معاملات ثانویه اوراق سلف سنگ آهن تشریح شد افت ۳۲۹ واحدی شاخص بورس پس از سه روز رشد دلالان محصولات پتروشیمی در بورس حذف می‌شوند معامله ثانویه از حبس سرمایه جلوگیری می‌کند نخستین اوراق سلف سنگ آهن دانه بندی در بورس کالا معامله شد درخواست صالح‌آبادی از دولت برای تقویت بازار سرمایه عرضه سنگ آهن گل گهر با قرارداد سلف موازی استاندارد موافقت هیات دولت با انتشار اسناد خزانه اسلامی به صورت الکترونیکی گزارش صالح‌آبادی از وضعیت بازار بورس در جلسه غیرعلنی مجلس,0
1393/04/23,نگاه بازار سرمایه به خروجی نشست مجلس با مدیران بورسی شاخص بورس ۱۲۱ واحد رشد کرد آزادسازی نرخ محصولات پتروشیمی بر طرف تقاضا تاثیر چندانی نداشت موافقت سازمان بورس با تاسیس دو صندوق بازارگردانی,1
1393/04/24,"نمایش قیمتی نمادها در فرابورس جایگزین درصد- واحد می‌شود مس سرچشمه فرابورسی شد شاخص بورس ۱۱۰ واحد دیگر رشد کرد «پرورش کرم ابریشم ایران» خصوصی می‌شود چابکی و افزایش سودآوری بانک‌ها با خروج از بنگاه‌داری تولیدکنندگان صبوری کنند/ قیمت مواد اولیه پتروشیمی در بورس به‌زودی کاهش می‌یابد رانت‌خواری در فروش محصولات پتروشیمی در بورس کم‌رنگ شده اما از بین نرفته است چگونگی رتبه‌ بندی شرکت‌های بورسی اعلام شد توقف ""خودرو"" در تالار شیشه ای",1
1393/04/25,آیفکس به ارتفاع ۸۰۰ واحد نزدیک شد افزایش توقف و بازگشایی نمادهای بورسی در تالار شیشه ای نحوه اولویت بندی سفارش های یکجا در بازار پایه توافقی اعلام شد شاخص بورس ۲۹۶‌ واحد رشد کرد هشدار بورس در مورد خرید اوراق اختیار فروش تبعی واگذاری مجتمع آلومینیوم المهدی جای بحث دارد,1
1393/04/29,"اوراق تسهیلات مسکن باز هم گران شد/هر ورقه ۹۲۷۰۰ تومان ریزش یک رقمی شاخص بورس به ثبت رسید رفت و آمد یک روزه ""خودرو"" به تالار شیشه‌ای ورود ۹ پرونده به هیات داوری سازمان بورس عرضه ۷۴ هزار تن انواع فرآورده های نفتی و پتروشیمی در بورس کالا تمدید مذاکرات با ۱+۵ نمی‌تواند خبر بدی برای بورس باشد",0
1393/04/30,حرکت آرام شاخص بورس برای فتح قله ۷۴ هزار واحد ۱۶ آسیب خصوصی‌سازی در کشور فروش ۲ هزار میلیارد تومان سهم دولتی در ۱۱۰ روز نرخ خوراک پتروشیمی دلیل اصلی سقوط بورس نیست/جلسه ویژه فردا در مجلس,1
